$ XILUODU,segment222的宽度是根据深泓线数据确定的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西溪河,,,,牛栏江,,,,,,,,,,,,,,,金阳河,,,,,,,,,,,,美姑河,,,,,,,,,,,,,,,,,,西苏角河,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEG: I,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.29,123.69,143.7,96.01,165.47,124.31,149.92,164.64,136.75,147.53,132.09,180.3,181.95,195.33,58.47,179.98,242.29,232.34,210.88,189.83,185.79,178.95,279.93,178.74,163.29,302.64,204.25,207.15,219.07,220.94,280.24,241.36,318.5,257.02,409.11,259.82,581.63,294.24,285.53,282.42,317.25,427.46,522.43,331.98,416.78,362.15,340.27,349.6,379.67,379.77,350.33,454.21,370.13,360.9,269.87,304.4,261.16,380.5,348.88,305.43,330.94,308.34,470.49,283.66,310.93,353.54,554.99,421.55,340.69,423.01,347.53,414.19,496.82,565.56,567.22,434.41,350.85,379.46,358.52,335.19,417.2,474.53,362.66,665.4,591.69,517.04,485,526.06,471.73,350.74,428.09,533.01,461.68,426.63,392.83,424.15,416.37,392.73,393.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.08,140.07,143.08,119.23,141,0,0,0,0,0,0,0,0,62.31,131.05,124.31,243.44,0,,470,104,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.96,0,0,0,0,132.6,164.64,79.62,117.05,132.09,165.99,181.95,188.59,35.46,179.98,222.7,226.54,204.97,189.83,185.79,171.69,254.43,174.9,163.29,293.41,204.25,207.15,210.67,206.42,274.85,230.79,299.53,245.61,399.47,253.49,566.5,271.95,285.53,282.42,302.01,416.27,522.43,325.65,408.28,349.19,340.27,349.6,372.72,379.77,343.17,447.16,356.24,350.43,269.87,304.4,257.22,380.5,329.07,246.13,330.94,286.46,461.99,276.72,300.46,348.46,554.99,403.51,336.43,423.01,339.86,380.6,496.82,544.52,567.22,418.34,350.85,379.46,358.52,328.97,392.83,467.69,362.66,637,591.69,517.04,485,509.27,450.79,350.74,428.09,533.01,461.68,426.63,381.85,424.15,408.59,392.73,390.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.82,130.63,140.38,111.66,137.89,0,0,0,0,0,0,0,0,51.01,116.22,111.76,237.01,0,,468,105,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.56,117.36,0,0,83.05,143.18,156.35,179.36,29.65,160.49,215.75,226.54,191.7,185.06,185.79,171.69,254.43,174.9,163.29,293.41,192.84,207.15,210.67,206.42,262.2,230.79,299.53,231.72,392.63,253.49,539.02,266.24,280.24,274.64,302.01,375.31,512.38,321.61,408.28,342.76,329.18,338.4,362.98,373.03,331.87,412.02,349.19,350.43,237.32,304.4,250.49,365.78,329.07,246.13,305.12,286.46,461.99,276.72,292.79,348.46,541.61,385.37,328.14,410.36,339.86,380.6,496.82,525.65,560.38,418.34,346.18,367.74,349.5,317.36,368.16,459.81,362.66,637,591.69,507.81,485,509.27,450.79,350.74,424.04,516.42,461.68,414.09,373.65,424.15,408.59,392.73,390.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.07,122.13,134.26,111.66,137.89,0,0,0,0,0,0,0,0,37.22,116.22,111.76,233.59,0,,466,106,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,132.5,117.47,19.6,147.95,193.26,219.17,174.59,171.38,176.67,158.63,254.43,167.85,153.75,278.27,192.84,207.15,196.05,206.42,250.07,230.79,295.69,222.39,392.63,253.49,528.65,266.24,264.07,274.64,289.36,361.01,504.08,294.03,385.37,342.76,319.74,325.96,356.76,367.33,331.87,404.97,336.64,350.43,237.32,304.4,250.49,365.78,329.07,238.67,305.12,286.46,454.94,258.16,273.61,348.46,528.86,374.28,328.14,401.03,332.81,366.29,483.14,497.03,553.43,418.34,323.79,358.1,349.5,317.36,358.62,453.28,362.66,619.06,591.69,507.81,485,509.27,435.34,350.74,424.04,516.42,443.33,414.09,373.65,424.15,402.17,392.73,375.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.13,134.26,105.34,137.89,0,0,0,0,0,0,0,0,0,104.71,111.76,211.4,0,,464,107,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,147.95,185.06,219.17,165.78,171.38,176.67,152.82,243.33,167.85,153.75,278.27,179.98,180.92,196.05,206.42,232.03,212.44,289.26,210.15,384.96,252.25,518.8,266.24,264.07,274.64,289.36,334.57,495.99,285.63,385.37,321.3,319.74,325.96,350.64,367.33,323.27,392.21,336.64,341.41,237.32,292.06,250.49,360.18,316.42,238.67,292.06,270.39,443.74,244.89,273.61,335.09,503.56,362.56,328.14,401.03,332.81,353.64,474.01,478.16,546.59,409.22,323.79,349.08,321.3,308.34,328.04,441.56,356.76,606.31,591.69,507.81,485,502.53,435.34,344.21,418.03,516.42,443.33,398.02,352.4,410.77,402.17,383.19,375.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.82,117.26,105.34,130.63,0,0,0,0,0,0,0,0,0,104.71,101.92,195.85,0,,462,108,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.95,179.67,209.74,148.26,171.38,172.11,145.56,243.33,167.85,153.75,272.67,174.28,180.92,178.12,186.52,214.09,204.45,281.59,200.51,372.72,245.51,503.67,257.95,264.07,266.45,270.29,334.57,491.02,274.95,378.94,321.3,319.74,291.23,350.64,353.85,323.27,369.09,311.55,341.41,217.62,280.14,240.12,354.58,306.47,234.42,292.06,261.16,429.74,244.89,273.61,335.09,496.1,341.93,304.09,401.03,316.01,353.64,467.07,478.16,546.59,391.38,323.79,345.97,321.3,308.34,328.04,441.56,356.76,589.93,574.48,494.34,485,489.05,433.27,329.18,418.03,502.84,443.33,398.02,314.25,410.77,393.56,374.07,367.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.82,117.26,99.43,130.63,0,0,0,0,0,0,0,0,0,104.71,101.92,186.72,0,,460,109,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.63,174.28,209.74,148.26,163.09,172.11,145.56,218.97,162.05,153.75,261.99,168.68,180.92,178.12,186.52,201.86,204.45,274.02,195.43,372.72,236.59,486.77,246.75,264.07,266.45,270.29,318.5,476.19,269.25,372.51,305.12,300.04,284.08,327.62,353.85,323.27,366.29,311.55,331.15,217.62,280.14,230.37,347.63,306.47,234.42,279.62,249.34,420.52,226.85,265.21,329.59,478.06,341.93,304.09,385.47,316.01,341.2,467.07,460.54,534.25,391.38,315.18,345.97,302.95,298.59,317.25,423.01,350.22,577.38,574.48,494.34,485,489.05,433.27,322.65,418.03,492.88,434.51,392.21,303.98,410.77,381.95,374.07,361.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.55,117.26,99.43,120.06,0,0,0,0,0,0,0,0,0,90.51,96.84,177.6,0,,458,110,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.05,143.8,182.78,128.56,149.61,162.88,145.56,218.97,152.2,144.22,241.88,162.98,180.92,158.63,186.52,201.86,204.45,266.45,191.7,365.67,224.25,469.35,246.75,251.42,266.45,250.59,287.08,470.39,262.82,355.3,305.12,300.04,284.08,327.62,353.85,310.51,355.1,301.81,326.27,204.35,274.75,220.73,339.23,297.97,223.11,260.23,249.34,420.52,226.85,261.27,329.59,472.77,321.92,291.44,376.14,316.01,341.2,455.87,427.46,534.25,385.47,315.18,333.95,295.27,294.55,311.45,413.57,343.38,539.85,574.48,494.34,475.26,476.92,424.77,322.65,418.03,492.88,421.04,392.21,294.34,389.52,381.95,374.07,350.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.76,103.89,90.3,120.06,0,0,0,0,0,0,0,0,0,78.28,90.51,161.63,0,,456,111,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.19,182.78,128.56,149.61,162.88,134.06,210.26,152.2,144.22,210.98,162.98,170.96,158.63,181.02,180.3,192.84,260.65,191.7,358.83,224.25,447.37,246.75,248,255.25,250.59,287.08,470.39,262.82,341.2,297.14,291.02,277.13,321.5,340.27,310.51,335.29,294.76,326.27,184.34,274.75,220.73,333.32,289.57,223.11,247.38,238.98,407.66,226.85,248.62,309.17,460.23,321.92,291.44,376.14,316.01,331.46,432.54,416.68,534.25,378.94,308.65,333.95,283.87,294.55,311.45,413.57,335.09,509.37,554.57,485.21,475.26,472.04,424.77,316.53,417.41,481.27,421.04,373.24,279.52,304.19,381.95,374.07,337.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.21,90.3,120.06,0,0,0,0,0,0,0,0,0,78.28,90.51,156.14,0,,454,112,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.98,106.27,136.44,155.31,128.98,210.26,152.2,138.1,210.98,151.58,170.96,147.12,167.54,173.45,192.84,248.2,191.7,343.59,204.56,429.95,243.33,240.95,244.58,250.59,282.11,462.4,252.56,332.18,289.88,284.28,267.7,321.5,327.83,306.26,335.29,289.26,318.6,184.34,265.62,208.91,333.32,289.57,223.11,247.38,238.98,385.06,219.38,243.23,309.17,454.63,301.18,285.84,366.5,306.78,320.36,407.56,399.37,534.25,378.94,308.65,320.05,283.87,279.93,311.45,399.57,335.09,492.78,554.57,470.28,475.26,462.61,424.77,316.53,399.78,481.27,421.04,373.24,262.1,298.7,381.95,362.77,329.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.84,84.91,120.06,0,0,0,0,0,0,0,0,0,60.03,84.29,156.14,0,,452,113,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.95,147.22,121.82,194.08,149.19,131.77,202.48,138.82,170.96,147.12,167.54,160.08,173.56,242.5,186.31,336.64,191.29,422.18,230.99,240.95,231.82,227.05,276.82,457.12,241.26,312.59,270.39,274.75,263.34,315.39,327.83,299.21,315.18,282.21,309.48,179.98,257.64,208.91,326.27,289.57,211.5,235.35,226.02,373.24,219.38,243.23,301.91,454.63,292.47,278.79,357.17,306.78,320.36,370.34,363.81,511.03,378.94,291.33,308.13,277.86,279.93,285.74,388.38,335.09,477.64,554.57,470.28,475.26,462.61,410.46,316.53,399.78,466.03,399.57,362.98,252.25,286.77,381.95,362.77,323.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.78,110.94,0,0,0,0,0,0,0,0,0,53.71,70.5,134.47,0,,450,114,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.62,108.97,148.47,142.04,125.55,185.17,131.57,165.37,115.6,147.22,151.37,173.56,236.39,179.36,336.64,185.17,391.59,230.99,229.65,219.07,221.46,276.82,445.4,241.26,312.59,270.39,269.25,263.34,305.54,316.94,299.21,315.18,274.33,309.48,172.11,249.97,198.34,309.37,276.82,211.5,235.35,226.02,373.24,219.38,243.23,301.91,424.25,292.47,273.19,357.17,306.78,304.92,356.03,357.27,511.03,358.31,291.33,308.13,265.52,274.64,285.74,378.63,324.41,465.31,542.86,463.75,465.41,453.28,398.23,316.53,399.78,466.03,399.57,362.98,252.25,286.77,360.59,362.77,317.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.94,0,0,0,0,0,0,0,0,0,0,64.28,134.47,0,,448,115,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.53,117.36,94.45,114.46,160.8,115.6,139.24,143.59,173.56,236.39,179.36,318.39,175.32,354.06,230.99,229.65,204.87,221.46,264.38,430.57,230.99,306.78,254.32,269.25,256.71,292.06,316.94,291.33,315.18,274.33,299.63,166.71,249.97,191.39,303.78,254.74,211.5,223.63,210.78,360.8,198.34,243.23,301.91,424.25,265.31,264.69,342.03,292.27,298.59,348.77,342.45,511.03,358.31,288.64,294.86,265.52,269.87,272.57,361.11,324.41,446.23,532.8,457.01,450.48,432.13,398.23,306.99,373.03,447.47,399.57,355.72,252.25,286.77,360.59,348.88,305.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.26,0,0,0,0,0,0,0,0,0,0,64.28,118.5,0,,446,116,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.72,0,0,131.88,103.89,139.24,123.69,173.56,202.38,173.76,318.39,171.07,276.4,222.18,219.69,188.49,208.81,139.24,405.28,230.99,286.57,242.81,251,241.26,292.06,303.26,291.33,294.03,274.33,299.63,155.93,240.33,191.39,303.78,245.61,191.29,215.03,205.07,346.08,198.34,235.35,288.22,412.02,265.31,251.94,332.6,285.01,287.39,348.77,323.27,511.03,358.31,285.22,294.86,265.52,256.81,272.57,354.58,324.41,421.45,526.06,449.34,432.23,417.3,386.1,306.99,373.03,447.47,378.11,347.01,252.25,277.13,360.59,328.55,299.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.26,0,0,0,0,0,0,0,0,0,0,58.06,118.5,0,,444,117,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.12,68.22,79.94,149.61,202.38,173.76,314.25,171.07,217.93,214.61,204.14,175.63,193.36,136.44,367.85,218.14,273.61,242.81,244.26,241.26,276.51,303.26,291.33,294.03,252.14,286.25,155.93,230.37,187.14,293.93,242.81,191.29,215.03,205.07,346.08,198.34,235.35,271.84,406.52,265.31,251.94,332.6,285.01,278.37,342.14,319.12,490.19,353.23,285.22,283.14,265.52,256.81,246.55,354.58,324.41,415.96,520.88,435.76,426.63,417.3,386.1,300.98,373.03,432.65,378.11,330.63,244.26,277.13,351.36,328.55,299.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.58,0,0,0,0,0,0,0,0,0,0,58.06,114.05,0,,442,118,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.83,193.26,173.76,299.42,171.07,172.62,204.35,204.14,170.03,176.36,129.7,331.56,218.14,250.59,188.49,223.53,231.31,276.51,295.48,291.33,294.03,252.14,274.43,149.3,230.37,187.14,293.93,230.06,191.29,208.18,205.07,337.26,188.38,215.96,271.84,389.31,258.36,246.34,332.6,285.01,272.78,323.47,299.84,484.59,348.05,277.55,274.33,265.52,245.72,246.55,330.52,316.11,409.22,506.88,428.71,415.54,411.91,383.09,300.98,364.74,432.65,360.59,321.61,244.26,277.13,320.16,328.55,289.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.58,0,0,0,0,0,0,0,0,0,0,39.5,114.05,0,,440,119,,,,,,,,,,,,,,,,,,,,
